start_time_ms,open,high,low,close,volume,turnover
1755820800000,112462.7,112818.9,112430.2,112594.7,1597.055,179858326.5745
1755824400000,112594.7,112892.2,112277.2,112801.3,1384.249,155897562.3784
1755828000000,112801.3,113499.9,112736.8,113123.1,4634.732,524862497.4322
1755831600000,113123.1,113416.3,112851.7,112903.7,1747.264,197617029.9174
1755835200000,112903.7,113231.7,112667.8,112814.5,1813.618,204925396.4848
1755838800000,112814.5,113260.5,112805.1,113210.1,1042.238,117800044.8091
1755842400000,113210.1,113364.4,112792.4,112955.3,1565.504,177023422.7231
1755846000000,112955.3,113226.6,112905.2,113050.8,1387.735,156967528.9153
1755849600000,113050.8,113280,112905.4,112949,1907.589,215790180.1229
1755853200000,112949,113106.7,112767.3,113035.3,1663.51,187838143.9208
1755856800000,113035.3,113049.6,112485,112511.5,1540.634,173563881.7017
1755860400000,112511.5,112607.4,112137.8,112280,2208.476,248043157.0725
1755864000000,112280,112683.7,111618.8,112302.5,9004.835,1009056693.5353
1755867600000,112302.5,112621.6,111864.9,112430.5,5367.486,602772327.1511
1755871200000,112430.5,116064,112417.9,115746,34072.954,3912662318.6291
1755874800000,115746,117276.2,115741.7,116313.7,13756.62,1605245398.1945
1755878400000,116313.7,116771.8,116042.1,116088.6,6959.146,809883665.2727
1755882000000,116088.6,116966.3,116088.6,116941.2,6306.085,735599616.8606
1755885600000,116941.2,117374.5,116682.1,116752.2,4126.807,483082430.4989
1755889200000,116752.2,116868.8,116433.1,116604.4,1884.855,219851226.0726
1755892800000,116604.4,117066.9,116518.3,117022.1,2589.371,302636379.9599
1755896400000,117022.1,117144.6,116769.6,116991.5,1789.534,209254792.201
1755900000000,116991.5,117010.4,116521.5,116729.9,1813.299,211612150.5054
1755903600000,116729.9,116900,116635.6,116899.8,686.108,80106030.6275
1755907200000,116899.8,116998,116670.8,116830.2,1057.615,123581651.3391
1755910800000,116830.2,116844.4,116265,116417.3,1737.405,202374205.761
1755914400000,116417.3,116514.5,115452,115895.5,5358.656,621008434.2142
1755918000000,115895.5,116026.3,115432,115530.1,2089.459,241689403.1108
